case_id,A,D,F,Fa,regime_comb,C,Fd,S
32824,0.4,2.6,5.7,0.0,CADFFd,1.0,6.2,0.0
32825,2.5,6.8,15.5,0.1,FaCADFSFd,27.4,1.1,2.9
32826,0.0,6.3,3.2,5.6000000000000005,FaCDF,0.8,0.0,0.0
32827,0.0,0.0,8.7,4.3,FaCFSFd,3.0,1.6,0.3
32828,0.0,0.0,7.8,3.9,FaCFFd,5.8,0.4,0.0
32829,0.0,0.0,8.1,3.8,FaCF,8.0,0.0,0.0
32830,1.3,8.5,5.1,0.0,ADFFd,0.0,1.0,0.0
32831,1.5,2.4,14.0,0.0,ADF,0.0,0.0,0.0
32832,2.7,6.2,9.0,0.0,ADF,0.0,0.0,0.0
32833,0.0,1.1,9.7,0.0,CDFFd,3.7,1.4000000000000001,0.0
32834,4.1,0.6000000000000001,9.4,7.7,FaCADF,1.1,0.0,0.0
32835,6.0,1.1,8.4,5.5,FaCADFSFd,0.6,0.7,0.6
32836,7.8,0.0,9.2,0.8999999999999999,FaAF,0.0,0.0,0.0
32837,5.9,0.30000000000000004,15.5,0.8,FaCADFFd,0.2,0.1,0.0
32838,1.2000000000000002,2.7,14.0,0.0,ADF,0.0,0.0,0.0
32839,2.9,3.9,9.9,0.0,CADFFd,0.3,4.9,0.0
32840,0.0,3.0,14.9,0.0,DF,0.0,0.0,0.0
32841,0.7000000000000001,3.5,10.0,0.0,ADFFd,0.0,1.7,0.0
32842,0.0,1.6,13.2,0.0,DFFd,0.0,1.1,0.0
32843,6.4,2.4,9.0,3.3000000000000003,FaCADFFd,2.0999999999999996,0.7,0.0
32844,0.3,7.6,4.6,0.8,FaCADFFd,2.7,0.1,0.0
32845,0.0,4.6,5.5,0.0,CDFSFd,2.2,6.5,1.1
32846,0.0,5.9,2.0,7.9,FaCDFS,5.7,0.0,0.4
32847,8.299999999999999,7.8,3.0,0.8,FaADF,0.0,0.0,0.0
32848,6.0,6.4,3.2,0.3,FaADF,0.0,0.0,0.0
32849,10.6,0.8,6.5,0.0,ADF,0.0,0.0,0.0
32850,6.6,9.5,4.5,0.0,ADFS,0.0,0.0,1.3
32851,5.8,0.0,6.4,6.0,FaCAF,1.7,0.0,0.0
32852,4.1,0.0,8.0,7.4,FaCAF,0.4,0.0,0.0
32853,2.9000000000000004,0.4,7.2,8.5,FaCADFS,2.0,0.0,0.9
32854,1.7,6.5,15.7,0.0,ADF,0.0,0.0,0.0
32855,1.7,1.7999999999999998,10.5,0.9,FaCADFFd,7.4,1.6,0.0
32856,0.0,0.0,15.9,0.0,F,0.0,0.0,0.0
32857,0.2,1.6,14.1,0.0,ADF,0.0,0.0,0.0
32858,3.6999999999999997,4.5,3.5,1.3,FaCADFFd,3.5,1.4,0.0
32859,0.0,1.6,10.4,3.7,FaCDF,6.2,0.0,0.0
32860,1.6,4.0,7.3,3.3,FaCADFFd,4.5,1.2,0.0
32861,0.0,3.5,6.9,0.0,CDFFd,2.6,2.9,0.0
32862,0.8,6.3,4.6,0.7,FaCADFFd,5.2,0.3,0.0
32863,2.2,6.9,8.0,0.3,FaADFFd,0.0,0.5,0.0
32864,1.9000000000000001,1.5,5.7,3.7,FaCADFSFd,8.0,1.6,1.5
32865,1.4,7.4,2.9,3.0,FaCADFS,6.7,0.0,0.5
32866,0.5,0.0,4.6,9.3,FaCAFS,4.5,0.0,1.0
32867,0.0,2.2,5.2,10.5,FaCDFFd,3.9,0.1,0.0
32868,3.3000000000000003,0.2,6.2,2.0,FaCADFFd,3.9,0.3,0.0
32869,0.4,0.0,7.7,2.2,FaCAFFd,5.5,0.1,0.0
32870,0.0,1.4,16.5,0.0,DF,0.0,0.0,0.0
32871,0.9,7.3,2.8,0.6000000000000001,FaCADFSFd,2.8,1.3,0.2
32872,0.3,3.9,1.7,3.0,FaCADFSFd,2.1,4.6000000000000005,6.3
32873,1.3,6.0,1.7,2.9,FaCADFFd,0.7,3.3,0.0
32874,0.0,0.0,5.4,6.5,FaCFS,2.0,0.0,2.0
32875,0.0,0.0,5.3,6.0,FaCFSFd,3.6,0.6000000000000001,0.4
32876,0.0,0.0,10.7,5.9,FaCFS,3.0,0.0,0.3
32877,4.5,0.0,4.6000000000000005,4.4,FaCAF,8.4,0.0,0.0
32878,5.5,0.0,7.4,5.1,FaCAFFd,3.2,0.7,0.0
32879,2.6,0.0,10.2,5.6,FaCAF,3.5,0.0,0.0
32880,0.0,0.0,7.3,11.6,FaCF,3.0,0.0,0.0
32881,0.0,0.0,10.3,8.0,FaCF,3.5999999999999996,0.0,0.0
32882,5.1,0.0,5.9,5.6,FaCAFSFd,4.3,0.4,0.6000000000000001
32883,2.2,0.0,7.5,8.8,FaCAFS,3.0,0.0,0.4
32884,1.8,0.0,6.8,1.2,FaCAFFd,5.7,0.4,0.0
32885,1.5,2.5,7.6,2.0,FaCADFFd,6.1000000000000005,0.2,0.0
32886,0.3,4.3,5.9,0.0,CADFFd,1.7,3.7,0.0
32887,2.0,8.3,3.8,0.2,FaCADFFd,4.2,3.4,0.0
32888,0.0,6.6,4.4,0.0,CDFFd,2.0,2.9000000000000004,0.0
32889,5.7,1.1,13.799999999999999,1.1,FaADFFd,0.0,0.2,0.0
32890,0.0,7.4,0.7,2.7,FaCDFFd,6.3999999999999995,1.5999999999999999,0.0
32891,5.2,0.0,5.8,3.2,FaCAF,1.7,0.0,0.0
32892,1.6,7.5,12.2,3.4,FaCADFFd,11.2,0.1,0.0
32893,0.1,7.1,7.3999999999999995,0.0,CADFFd,1.4,1.9,0.0
32894,2.8,5.5,0.0,2.5,FaCADSFd,4.3,0.3,2.5
32895,0.1,10.5,1.5,1.4,FaCADFFd,1.6,0.8,0.0
32896,9.1,0.2,12.6,0.0,ADF,0.0,0.0,0.0
32897,1.6,3.1,10.6,0.0,CADF,0.6,0.0,0.0
32898,2.7,0.9,14.3,0.0,ADF,0.0,0.0,0.0
32899,3.1,1.7999999999999998,13.0,0.0,ADF,0.0,0.0,0.0
32900,0.2,4.5,12.5,0.0,CADF,0.7,0.0,0.0
32901,2.0999999999999996,3.4,14.4,0.0,ADF,0.0,0.0,0.0
32902,1.1,2.6,18.2,0.0,ADF,0.0,0.0,0.0
32903,8.7,0.0,6.1,0.2,FaCAF,0.9,0.0,0.0
32904,11.0,0.0,9.6,1.3,FaAF,0.0,0.0,0.0
32905,10.1,0.1,10.7,1.0,FaADF,0.0,0.0,0.0
32906,9.1,0.0,10.8,0.0,AF,0.0,0.0,0.0
32907,5.4,1.2999999999999998,9.2,0.0,ADF,0.0,0.0,0.0
32908,5.9,1.5,2.7,5.3,FaCADF,0.5,0.0,0.0
32909,0.0,0.1,19.8,0.0,DF,0.0,0.0,0.0
32910,0.5,0.1,10.5,0.1,FaCADFFd,8.4,0.3,0.0
32911,1.0,1.3,15.6,0.0,ADF,0.0,0.0,0.0
32912,1.1,4.3,16.5,0.0,ADF,0.0,0.0,0.0
32913,0.3,2.4,8.0,0.7,FaCADFFd,5.3,4.2,0.0
32914,0.7,5.3,5.8,0.0,CADFFd,0.8,3.3,0.0
32915,1.4,0.1,5.4,4.4,FaCADFS,3.9000000000000004,0.0,0.7
32916,0.6000000000000001,1.0,6.4,6.6000000000000005,FaCADFFd,2.8,0.5,0.0
32917,1.5,2.2,4.1,5.5,FaCADFFd,6.0,0.6,0.0
32918,2.9000000000000004,0.0,7.6,6.0,FaCAF,1.4,0.0,0.0
32919,0.0,0.0,7.5,11.9,FaCF,2.5,0.0,0.0
32920,2.6,1.8,3.2,5.1,FaCADF,9.200000000000001,0.0,0.0
32921,6.1,0.2,6.5,4.6,FaCADFS,3.7,0.0,0.8
32922,5.8,1.7,2.6,2.7,FaCADFFd,1.6,3.2,0.0
32923,0.0,0.0,13.0,6.7,FaCFS,1.7,0.0,0.5
32924,3.1,0.7,5.6,2.7,FaCADFS,9.1,0.0,0.7
32925,2.7,0.0,6.300000000000001,0.2,FaCAF,8.6,0.0,0.0
32926,0.7,0.0,19.2,0.0,AF,0.0,0.0,0.0
32927,0.0,5.2,7.5,2.8,FaCDFFd,0.9,5.5,0.0
32928,5.8,0.6,9.5,0.0,ADF,0.0,0.0,0.0
32929,9.1,0.7999999999999999,12.0,0.0,ADF,0.0,0.0,0.0
32930,4.9,8.5,10.5,0.0,ADF,0.0,0.0,0.0
32931,6.3,0.0,2.4,6.7,FaCAF,0.5,0.0,0.0
32932,7.5,0.1,4.5,7.1,FaCADFS,0.5,0.0,0.2
32933,0.2,0.7,19.0,0.0,ADF,0.0,0.0,0.0
32934,1.1,0.7,16.1,0.0,ADF,0.0,0.0,0.0
32935,0.0,10.1,1.5,0.0,CDFFd,0.9,3.4,0.0
32936,0.0,8.0,2.5,0.8,FaCDFSFd,0.3,4.2,0.1
32937,0.0,10.3,2.5,2.2,FaCDFFd,0.6000000000000001,4.1000000000000005,0.0
32938,0.4,11.5,0.9,7.0,FaCADFFd,3.1999999999999997,0.7,0.0
32939,0.0,8.6,0.8,6.9,FaCDFFd,2.5999999999999996,1.0,0.0
32940,4.4,5.5,0.30000000000000004,4.2,FaADFSFd,0.0,0.8999999999999999,0.6000000000000001
32941,3.5,0.0,9.9,4.9,FaCAF,5.6,0.0,0.0
32942,4.2,3.0,4.5,7.2,FaCADFSFd,3.8,1.1,0.1
32943,0.0,0.0,9.6,10.8,FaCF,3.5,0.0,0.0
32944,0.0,0.0,9.4,9.0,FaCFSFd,4.4,0.9000000000000001,0.2
32945,4.5,0.1,7.8,7.4,FaCADFS,2.6,0.0,1.5
32946,7.7,0.0,3.9000000000000004,5.8,FaCAF,6.5,0.0,0.0
32947,0.4,0.0,17.5,0.0,AF,0.0,0.0,0.0
32948,3.1,0.2,16.6,0.0,ADF,0.0,0.0,0.0
32949,2.3000000000000003,0.4,13.200000000000001,0.0,ADF,0.0,0.0,0.0
32950,0.0,0.0,15.9,0.0,F,0.0,0.0,0.0
32951,0.0,7.300000000000001,2.2,2.5,FaCDFS,2.0,0.0,1.9
32952,0.0,0.0,7.3,7.4,FaCF,1.2,0.0,0.0
32953,0.0,0.0,9.0,4.0,FaCFS,1.9,0.0,1.0
32954,0.1,4.9,1.3,2.0,FaCADF,9.6,0.0,0.0
32955,0.0,0.0,8.5,9.3,FaFS,0.0,0.0,2.1
32956,0.5,0.0,9.9,5.4,FaCAF,6.1,0.0,0.0
32957,0.0,0.0,7.8,10.0,FaCFS,3.0,0.0,1.1
32958,2.1,0.0,13.8,0.0,AF,0.0,0.0,0.0
32959,3.8,0.1,14.0,0.0,ADF,0.0,0.0,0.0
32960,1.7,0.30000000000000004,5.4,6.2,FaCADFS,1.0,0.0,1.3
32961,6.7,0.8,9.1,6.9,FaCADF,0.4,0.0,0.0
32962,9.5,0.0,14.4,0.0,AF,0.0,0.0,0.0
32963,0.1,0.0,17.8,0.0,AF,0.0,0.0,0.0
32964,2.2,4.0,15.7,0.0,ADF,0.0,0.0,0.0
32965,5.1,7.3,8.9,0.0,CADF,0.6,0.0,0.0
32966,1.2000000000000002,1.6,7.1,0.0,CADFFd,5.8,0.2,0.0
32967,0.0,8.9,4.4,0.0,CDFFd,3.5999999999999996,3.0,0.0
32968,0.0,0.0,8.3,4.7,FaCFFd,3.5,1.4,0.0
32969,1.6,0.0,3.1,3.9000000000000004,FaCAF,9.3,0.0,0.0
32970,4.6,0.1,19.9,0.0,CADFS,16.5,0.0,3.0
32971,6.4,0.0,2.7,3.6999999999999997,FaCAFS,10.9,0.0,0.2
32972,0.0,0.0,13.3,8.0,FaCF,2.6,0.0,0.0
32973,0.0,0.0,8.3,8.6,FaCFFd,6.7,0.30000000000000004,0.0
32974,5.4,0.0,8.0,5.7,FaCAFS,4.3,0.0,0.5
32975,8.0,0.0,3.7,3.7,FaCAFSFd,6.9,0.2,1.4
32976,3.0,0.1,12.5,0.3,FaADF,0.0,0.0,0.0
32977,0.0,3.1,8.1,2.8000000000000003,FaCDFFd,5.3,2.6,0.0
32978,0.0,5.1,2.3000000000000003,1.0,FaCDFFd,5.4,4.1,0.0
32979,3.9000000000000004,2.4,13.6,0.0,ADF,0.0,0.0,0.0
32980,0.0,4.3,3.5,0.4,FaCDF,7.7,0.0,0.0
32981,0.0,3.9,10.2,0.0,CDF,5.8,0.0,0.0
32982,2.9000000000000004,2.4,5.3,2.1999999999999997,FaCADFFd,4.0,5.1,0.0
32983,0.8,8.3,9.0,0.9,FaCADFFd,2.5,0.4,0.0
32984,6.5,0.5,4.9,0.0,CADFFd,1.3,8.700000000000001,0.0
32985,1.0,3.9000000000000004,6.1,0.0,ADFSFd,0.0,3.6999999999999997,0.2
32986,1.5,4.6000000000000005,3.4000000000000004,1.0,FaCADFFd,3.9000000000000004,1.5,0.0
32987,0.0,2.0,10.5,0.0,CDFSFd,1.2,3.5,0.7
32988,2.5,2.0,8.7,7.2,FaCADFFd,0.2,1.3,0.0
32989,5.8,0.2,9.2,6.1,FaCADFS,2.2,0.0,0.4
32990,11.6,0.0,1.9,0.5,FaCAFFd,9.8,0.1,0.0
32991,0.0,0.0,7.0,2.5,FaCF,7.4,0.0,0.0
32992,5.9,5.7,6.3,0.0,ADF,0.0,0.0,0.0
32993,0.0,0.5,22.4,0.0,DF,0.0,0.0,0.0
32994,1.3,4.4,13.6,0.0,CADF,0.6,0.0,0.0
32995,0.0,0.2,11.1,7.1000000000000005,FaCDFS,2.7,0.0,0.8
32996,0.0,6.6,13.5,0.0,DFS,0.0,0.0,1.8
32997,2.1,5.0,9.4,0.0,CADF,1.4,0.0,0.0
32998,0.2,0.1,14.8,0.0,CADF,0.8,0.0,0.0
32999,0.0,0.1,10.0,0.0,CDFFd,8.2,0.1,0.0
33000,0.0,9.0,1.9000000000000001,1.1,FaCDFSFd,7.9,1.2,0.8
33001,0.5,7.4,5.7,0.4,FaCADFFd,3.5,4.4,0.0
33002,0.0,7.5,6.6,1.0,FaCDF,6.8,0.0,0.0
33003,1.3,3.2,5.5,1.7,FaCADFSFd,2.1,3.3,0.8
33004,0.1,0.0,5.6,3.2,FaCAFS,5.4,0.0,1.6
33005,0.9,0.8,3.3000000000000003,5.0,FaCADFSFd,0.8,1.2,2.9
33006,2.9,2.5,7.9,5.0,FaCADFFd,1.2,0.4,0.0
33007,2.9,3.1,7.4,1.7,FaCADFSFd,4.6,1.6,0.6
33008,0.6000000000000001,4.3999999999999995,9.5,3.4000000000000004,FaCADF,4.0,0.0,0.0
33009,1.6,1.0,12.1,0.3,FaCADFSFd,2.1,2.3,0.5
33010,5.0,0.2,8.6,5.0,FaCADF,1.1,0.0,0.0
33011,6.8,2.3000000000000003,4.9,7.0,FaCADF,0.9,0.0,0.0
33012,4.0,0.1,11.1,4.7,FaCADF,2.0,0.0,0.0
33013,3.1999999999999997,2.1,8.6,3.2,FaCADFFd,4.7,0.1,0.0
33014,2.8,1.3,9.5,8.2,FaCADF,2.1,0.0,0.0
33015,5.0,0.1,11.9,4.7,FaCADFS,1.8,0.0,0.4
33016,0.3,4.1,4.2,0.0,CADFFd,4.1,5.2,0.0
33017,1.3,0.8,7.5,2.3,FaCADFSFd,2.9,0.3,0.8
33018,0.4,0.8,8.4,7.3,FaCADFSFd,0.2,0.30000000000000004,0.5
33019,1.6,0.6,1.0,3.8000000000000003,FaCADFFd,5.9,2.8000000000000003,0.0
33020,4.6,2.5,5.7,0.8,FaCADFSFd,1.5,2.4,0.2
33021,0.0,7.9,4.1,8.5,FaCDF,1.4,0.0,0.0
33022,1.5,0.0,6.0,5.9,FaCAFS,8.3,0.0,0.2
33023,7.2,0.9,5.8,4.4,FaCADFS,3.0,0.0,0.6
33024,3.1999999999999997,0.0,7.3,5.7,FaCAFSFd,4.1,0.4,1.2000000000000002
33025,5.2,0.3,10.4,0.0,ADF,0.0,0.0,0.0
33026,4.2,0.4,13.3,0.0,ADF,0.0,0.0,0.0
33027,1.1,0.0,8.7,0.0,CAF,6.1,0.0,0.0
33028,1.5999999999999999,0.0,18.900000000000002,0.0,CAF,1.4000000000000001,0.0,0.0
33029,1.3,1.1,20.0,0.0,ADF,0.0,0.0,0.0
33030,0.1,0.5,7.8,1.9000000000000001,FaCADF,9.6,0.0,0.0
33031,0.8,6.8,6.3,0.2,FaCADFFd,4.0,3.8,0.0
33032,6.0,6.4,44.6,9.6,FaCADFSFd,42.8,5.8,5.5
33033,0.0,2.7,10.7,0.0,CDFSFd,0.3,6.4,1.8
33034,0.0,5.5,7.5,0.0,CDFFd,0.3,6.6,0.0
33035,0.0,3.5,8.7,0.0,CDFFd,1.9,5.8,0.0
33036,0.2,5.0,7.6,0.0,CADFFd,1.6,3.5,0.0
33037,3.0,0.0,11.8,4.3,FaCAFS,24.8,0.0,4.1
33038,2.4,0.0,3.9000000000000004,2.1,FaCAFS,14.1,0.0,1.4
33039,0.0,0.0,8.3,7.4,FaCF,8.2,0.0,0.0
33040,0.0,0.1,8.4,9.3,FaCDF,6.0,0.0,0.0
33041,4.4,0.0,1.3,3.0,FaCAF,15.2,0.0,0.0
33042,0.9,0.3,7.699999999999999,4.4,FaCADFSFd,6.0,0.4,4.2
33043,4.8,0.0,17.1,0.0,AF,0.0,0.0,0.0
33044,7.9,2.8,11.2,0.0,ADF,0.0,0.0,0.0
33045,3.2,1.7,8.5,2.5,FaCADFFd,5.3,0.7,0.0
33046,0.9,1.3,10.6,1.4,FaCADFFd,6.2,3.5,0.0
33047,2.3,4.3,17.3,0.0,ADF,0.0,0.0,0.0
33048,7.1,3.5,11.3,0.0,ADF,0.0,0.0,0.0
33049,1.7000000000000002,1.5,18.0,0.4,FaCADFFd,0.2,0.1,0.0
33050,0.0,7.8,8.700000000000001,1.0,FaCDFFd,5.3,1.1,0.0
33051,0.0,6.6,17.3,0.0,DF,0.0,0.0,0.0
33052,0.0,4.0,13.600000000000001,0.0,CDF,0.3,0.0,0.0
33053,0.1,5.8,4.5,2.7,FaCADFSFd,5.4,0.3,1.1
33054,2.0,0.0,3.0,4.6,FaCAFS,5.8,0.0,0.5
33055,0.0,0.0,7.800000000000001,6.4,FaCF,1.7,0.0,0.0
33056,5.0,0.0,5.3,4.7,FaCAF,0.8999999999999999,0.0,0.0
33057,0.0,0.0,21.200000000000003,6.5,FaCFSFd,9.7,1.1,4.5
33058,0.0,0.0,5.6,5.1,FaCFS,6.9,0.0,1.2
33059,2.2,0.0,2.2,2.6,FaCAFS,13.5,0.0,0.3
33060,4.7,2.0999999999999996,14.0,0.0,ADF,0.0,0.0,0.0
33061,3.1,0.0,4.3,2.3,FaCAF,13.1,0.0,0.0
33062,3.8000000000000003,0.0,3.3,2.1,FaCAFS,13.0,0.0,0.6
33063,4.8,0.4,9.3,0.0,CADF,1.4,0.0,0.0
33064,3.5999999999999996,0.0,18.3,0.0,AF,0.0,0.0,0.0
33065,0.1,0.0,15.8,0.0,AF,0.0,0.0,0.0
33066,3.6,0.4,13.9,0.0,ADF,0.0,0.0,0.0
33067,4.0,2.0,10.5,0.0,CADF,1.4,0.0,0.0
33068,2.6,8.1,8.6,0.0,CADF,2.6,0.0,0.0
33069,5.5,0.0,1.7,3.2,FaCAF,5.5,0.0,0.0
33070,0.0,4.8,0.6,5.0,FaCDF,5.5,0.0,0.0
33071,0.7,0.0,8.3,10.9,FaCAFFd,2.4,1.6,0.0
33072,2.1,1.8,12.0,0.0,ADF,0.0,0.0,0.0
33073,2.6,6.6,13.1,0.0,ADFS,0.0,0.0,1.6
33074,0.0,5.2,11.6,5.6,FaCDFS,1.1,0.0,0.4
33075,0.0,0.0,10.4,5.4,FaCF,8.1,0.0,0.0
33076,0.0,0.0,5.8999999999999995,6.0,FaCFS,10.9,0.0,1.1
33077,3.3000000000000003,3.8000000000000003,4.2,0.3,FaCADFSFd,8.1,2.4000000000000004,1.8
33078,0.0,6.0,0.0,1.6,FaCDSFd,7.6,3.3000000000000003,3.4
33079,1.0,1.3,5.2,4.8,FaCADFSFd,6.4,0.2,3.0
33080,2.4,0.0,10.0,5.0,FaCAF,4.5,0.0,0.0
33081,4.0,0.0,4.9,0.9,FaCAF,8.1,0.0,0.0
33082,0.9,1.6,13.4,0.0,ADF,0.0,0.0,0.0
33083,2.1,0.30000000000000004,19.5,0.0,ADF,0.0,0.0,0.0
33084,4.8,6.1,12.2,0.5,FaCADF,0.3,0.0,0.0
33085,1.6,2.0,12.299999999999999,0.0,ADF,0.0,0.0,0.0
33086,0.0,0.0,4.0,3.8,FaCFS,7.3,0.0,0.8
33087,3.2,0.0,8.9,4.8,FaCAF,3.0,0.0,0.0
33088,2.5,1.2,6.3,6.1,FaCADFS,4.5,0.0,1.3
33089,4.0,0.0,8.6,5.8,FaCAFS,1.7999999999999998,0.0,1.7
33090,0.8,3.6,6.5,6.6000000000000005,FaCADFSFd,1.0,0.4,3.0
33091,0.1,0.0,14.1,5.2,FaCAFFd,1.5,1.0,0.0
33092,0.6000000000000001,0.0,13.2,4.7,FaCAFSFd,1.1,0.8,1.5
33093,4.3999999999999995,2.0,8.7,0.0,CADF,0.8,0.0,0.0
33094,2.0,0.8,12.1,0.4,FaCADF,0.6,0.0,0.0
33095,0.5,1.6,19.8,0.0,ADF,0.0,0.0,0.0
33096,0.6000000000000001,0.30000000000000004,16.6,0.7,FaCADF,1.7,0.0,0.0
33097,0.1,3.6,10.6,0.0,ADF,0.0,0.0,0.0
33098,2.7,3.8,7.2,6.4,FaCADFFd,1.6,0.2,0.0
33099,2.1,1.2,12.6,0.0,ADF,0.0,0.0,0.0
33100,1.3,6.0,7.699999999999999,0.8,FaCADFFd,2.8,3.3,0.0
33101,0.30000000000000004,0.3,5.800000000000001,11.0,FaCADFFd,5.5,1.0,0.0
33102,0.30000000000000004,0.7,16.9,0.0,ADF,0.0,0.0,0.0
33103,0.1,0.0,10.4,0.0,CAF,7.4,0.0,0.0
33104,2.5,1.4,16.0,0.0,ADF,0.0,0.0,0.0
33105,1.0,2.6,6.2,0.0,CADFFd,6.5,5.6000000000000005,0.0
33106,0.4,2.4,6.8,1.3,FaCADF,9.0,0.0,0.0
33107,0.1,6.6,7.1,0.0,CADFFd,2.4,5.7,0.0
33108,5.8,0.0,6.3,4.2,FaCAFS,5.0,0.0,0.6
33109,1.2,1.7000000000000002,6.0,2.7,FaCADF,8.3,0.0,0.0
33110,1.6,1.8,13.4,0.2,FaCADFFd,0.4,0.5,0.0
33111,0.2,0.7,9.9,0.3,FaCADFFd,4.7,0.1,0.0
33112,0.0,7.0,2.8,0.3,FaCDF,5.8,0.0,0.0
33113,0.1,0.9,7.4,0.0,CADFSFd,1.7000000000000002,10.9,2.9000000000000004
33114,10.7,0.0,5.2,0.0,AF,0.0,0.0,0.0
33115,7.8,0.0,1.5,0.6,FaCAF,6.0,0.0,0.0
33116,0.1,0.6,12.9,0.0,CADF,0.8,0.0,0.0
33117,0.0,0.4,14.700000000000001,0.0,CDF,1.2999999999999998,0.0,0.0
33118,0.5,0.0,12.5,0.2,FaCAF,7.2,0.0,0.0
33119,0.0,0.0,7.6,0.9,FaCFFd,11.3,0.1,0.0
33120,0.0,8.3,7.8,0.0,CDFSFd,5.6,0.4,1.8
33121,0.0,1.5,11.9,0.0,CDFSFd,2.2,7.0,0.2
33122,0.0,1.8,5.0,5.1,FaCDFSFd,6.5,0.6000000000000001,0.9
33123,0.0,0.6000000000000001,18.1,7.9,FaCDFS,18.3,0.0,1.1
33124,2.1,1.9,2.6,6.4,FaCADFSFd,3.3000000000000003,1.3,0.3
33125,0.30000000000000004,0.7,8.1,0.0,CADFFd,5.7,0.2,0.0
33126,1.5,0.0,10.3,1.1,FaCAFFd,8.9,0.1,0.0
33127,3.1,2.9000000000000004,15.9,0.0,ADF,0.0,0.0,0.0
33128,0.8,2.6,11.3,0.3,FaCADFFd,3.4,3.5,0.0
33129,3.1,4.8,4.5,4.0,FaCADFFd,5.1,0.4,0.0
33130,0.0,4.300000000000001,5.2,0.6,FaCDFFd,0.7,5.1,0.0
33131,0.0,0.0,5.6,4.7,FaCFFd,5.3,0.3,0.0
33132,3.1,0.1,5.7,4.0,FaCADFS,6.6,0.0,0.4
33133,3.9,0.0,2.3,3.1,FaCAFS,10.5,0.0,0.1
33134,0.0,0.1,9.7,8.7,FaCDFS,4.0,0.0,1.4
33135,0.0,0.0,12.3,9.1,FaCFS,1.0,0.0,1.5
33136,0.0,0.0,10.6,10.7,FaCFS,1.6,0.0,1.0
33137,0.2,0.2,11.6,7.5,FaCADFSFd,4.1,0.2,0.1
33138,0.0,0.0,0.0,9.8,FaCS,0.4,0.0,5.699999999999999
33139,1.0,0.0,14.9,0.0,AF,0.0,0.0,0.0
33140,5.1,7.2,9.6,0.0,ADF,0.0,0.0,0.0
33141,2.6999999999999997,0.1,11.7,0.0,CADFFd,7.1,0.3,0.0
33142,0.0,1.8,9.7,4.1,FaCDFFd,4.8,1.5,0.0
33143,2.3,0.5,12.3,0.0,CADF,0.8,0.0,0.0
33144,2.2,6.2,6.9,0.0,ADFFd,0.0,0.6,0.0
33145,5.0,0.0,0.0,2.5,FaCA,16.4,0.0,0.0
33146,1.4,0.0,7.3,5.4,FaCAFS,9.1,0.0,0.7
33147,0.0,0.0,14.7,8.0,FaCF,1.2,0.0,0.0
33148,1.6,0.2,4.8,3.3,FaCADFSFd,12.4,0.4,1.2
33149,0.7,5.9,3.0,1.4,FaCADFFd,2.2,2.7,0.0
33150,6.5,0.7,10.7,0.0,ADF,0.0,0.0,0.0
33151,1.2,1.2,13.5,0.0,ADF,0.0,0.0,0.0
33152,3.6,3.5,5.2,5.8,FaCADFFd,0.6,1.2,0.0
33153,4.0,2.2,8.5,4.9,FaCADFFd,0.8,1.5,0.0
33154,0.8999999999999999,6.7,3.8,5.4,FaCADFSFd,3.1,1.8,0.2
33155,2.2,3.1,7.8,6.4,FaCADFFd,0.6,1.8,0.0
33156,0.30000000000000004,0.6000000000000001,15.0,0.0,ADF,0.0,0.0,0.0
33157,2.2,0.0,12.9,4.3,FaCAFS,1.0,0.0,2.5
33158,2.9000000000000004,4.2,1.4000000000000001,4.2,FaCADFFd,4.4,2.8,0.0
33159,5.0,0.0,4.8,3.9,FaCAF,4.2,0.0,0.0
33160,6.3,5.9,9.2,0.0,ADFFd,0.0,0.5,0.0
33161,5.1,4.8999999999999995,5.9,0.0,ADF,0.0,0.0,0.0
33162,0.4,7.7,4.6,0.0,CADFFd,6.5,2.7,0.0
33163,0.0,0.1,14.3,4.3,FaCDFSFd,4.2,0.6000000000000001,0.4
33164,0.0,3.1,6.4,0.0,CDFSFd,0.2,6.8,1.4
33165,0.0,0.0,3.6,12.7,FaCFS,1.1,0.0,0.5
33166,1.0,0.0,4.6,8.9,FaCAFFd,8.9,0.5,0.0
33167,5.2,1.3,13.4,0.0,ADF,0.0,0.0,0.0
33168,5.4,3.2,7.3,0.0,ADF,0.0,0.0,0.0
33169,7.6,1.6,1.7,0.0,CADFFd,2.7,2.3,0.0
33170,0.0,0.2,13.2,0.0,CDFFd,8.3,0.2,0.0
33171,0.0,0.3,13.7,0.8,FaCDF,7.1,0.0,0.0
33172,0.0,0.7,10.5,0.0,CDFFd,8.4,0.30000000000000004,0.0
33173,6.8,1.3,2.7,5.6,FaCADF,1.5,0.0,0.0
33174,9.2,2.4,11.0,1.3,FaADF,0.0,0.0,0.0
33175,0.4,0.1,15.4,0.0,ADF,0.0,0.0,0.0
33176,1.6,0.8,11.8,1.2,FaCADF,0.5,0.0,0.0
33177,0.0,2.2,6.5,0.0,CDFSFd,2.9000000000000004,6.0,0.3
33178,2.6,2.2,12.9,0.8,FaCADFFd,2.1,1.3,0.0
33179,0.0,1.6,10.5,0.0,CDFFd,8.9,2.9,0.0
33180,0.0,7.7,4.5,5.8,FaCDFSFd,2.3,1.3,0.3
33181,2.2,6.2,11.2,0.5,FaCADF,1.7999999999999998,0.0,0.0
